filename,width,height,class,xmin,ymin,xmax,ymax
image178_png.rf.fb3de97e6e4091954ef5c813b3dd119f.jpg,1920,1200,Karo 9,682,393,786,534
image178_png.rf.fb3de97e6e4091954ef5c813b3dd119f.jpg,1920,1200,Herz Ass,907,393,1007,532
image178_png.rf.fb3de97e6e4091954ef5c813b3dd119f.jpg,1920,1200,Kreuz 5,797,391,898,534

screenshot_card_5_1715787645_png_jpg.rf.fdeb3353fc38c216dfb76ff62c1d0021.jpg,160,220,Kreuz 9,0,4,133,209
screenshot_card_3_1715788632_png_jpg.rf.ff6c8c4da6ccf0deb48f91c9b9e714d8.jpg,165,220,Piek 4,2,3,149,208
image193_png.rf.fb72f03424c2b4b5f855954c3e6e5e41.jpg,1920,1200,Kreuz 8,794,395,893,534
image193_png.rf.fb72f03424c2b4b5f855954c3e6e5e41.jpg,1920,1200,Kreuz 9,685,392,785,531
image193_png.rf.fb72f03424c2b4b5f855954c3e6e5e41.jpg,1920,1200,Kreuz 7,915,396,1012,533
image193_png.rf.fb72f03424c2b4b5f855954c3e6e5e41.jpg,1920,1200,Karo 6,1020,395,1120,535

image148_png_jpg.rf.305d26d965da9cec298074f302a486d5.jpg,1920,1200,Piek 3,686,396,784,537
image148_png_jpg.rf.305d26d965da9cec298074f302a486d5.jpg,1920,1200,Piek Ass,796,394,893,537
image148_png_jpg.rf.305d26d965da9cec298074f302a486d5.jpg,1920,1200,Herz Bube,913,389,1006,538
image148_png_jpg.rf.305d26d965da9cec298074f302a486d5.jpg,1920,1200,Karo 10,1020,392,1117,536
image148_png_jpg.rf.305d26d965da9cec298074f302a486d5.jpg,1920,1200,Piek Dame,1133,393,1234,539
image50_png_jpg.rf.34d668570dbeaf803ecc259e12afe7c8.jpg,1920,1200,Kreuz 10,687,393,786,536
image50_png_jpg.rf.34d668570dbeaf803ecc259e12afe7c8.jpg,1920,1200,Piek 9,910,394,1009,537
image50_png_jpg.rf.34d668570dbeaf803ecc259e12afe7c8.jpg,1920,1200,Piek 5,1135,394,1233,537
image50_png_jpg.rf.34d668570dbeaf803ecc259e12afe7c8.jpg,1920,1200,Herz 3,1023,394,1122,534
image50_png_jpg.rf.34d668570dbeaf803ecc259e12afe7c8.jpg,1920,1200,Kreuz 8,794,394,897,538
image147_png.rf.3888450809588f35cd1bba212b6fcfa7.jpg,1920,1200,Kreuz Konig,796,392,897,533
image147_png.rf.3888450809588f35cd1bba212b6fcfa7.jpg,1920,1200,Karo 10,684,393,787,536
image147_png.rf.3888450809588f35cd1bba212b6fcfa7.jpg,1920,1200,Karo 3,912,393,1009,538
screenshot_card_2_1715788759_png_jpg.rf.386f88c3e7101a1fd0cad648f087c495.jpg,165,220,Piek 7,5,5,151,209


screenshot_card_3_1715787847_png_jpg.rf.482ca058dbe5437ee92258c8a2c83d08.jpg,165,220,Piek 6,0,5,146,208

image167_png.rf.4084a99b9de7541af790ee7fdc7cab75.jpg,1920,1200,Herz 8,914,395,1018,536
image167_png.rf.4084a99b9de7541af790ee7fdc7cab75.jpg,1920,1200,Piek 7,796,393,899,531
image167_png.rf.4084a99b9de7541af790ee7fdc7cab75.jpg,1920,1200,Kreuz 5,683,391,785,535
image46_png_jpg.rf.4528bb8f2bcadf48642e8087aea62920.jpg,1920,1200,Kreuz 10,683,394,785,535
image46_png_jpg.rf.4528bb8f2bcadf48642e8087aea62920.jpg,1920,1200,Kreuz 8,799,395,897,534
image46_png_jpg.rf.4528bb8f2bcadf48642e8087aea62920.jpg,1920,1200,Piek 9,909,395,1008,538
screenshot_card_2_1715788349_png_jpg.rf.47569210075b0f59fbc9fc41298f35ba.jpg,165,220,Herz 9,5,4,154,210

image15_png_jpg.rf.486c786b078ac41a150d38f4441b5790.jpg,1920,1200,Herz 7,694,393,793,534
image15_png_jpg.rf.486c786b078ac41a150d38f4441b5790.jpg,1920,1200,Piek 5,800,397,897,533
image15_png_jpg.rf.486c786b078ac41a150d38f4441b5790.jpg,1920,1200,Kreuz 8,913,398,1004,532


screenshot_card_2_1715788619_png_jpg.rf.3bd1703bf8aa7c8ad1af571047936ac2.jpg,165,220,Kreuz 4,5,2,152,208

image29_png.rf.49bc21fb3128e460d3668a501fe659dc.jpg,1920,1200,Karo Ass,907,392,1008,530
image29_png.rf.49bc21fb3128e460d3668a501fe659dc.jpg,1920,1200,Karo 5,1132,393,1232,538
image29_png.rf.49bc21fb3128e460d3668a501fe659dc.jpg,1920,1200,Herz 9,689,393,782,536
image29_png.rf.49bc21fb3128e460d3668a501fe659dc.jpg,1920,1200,Kreuz 8,798,394,897,532
image29_png.rf.49bc21fb3128e460d3668a501fe659dc.jpg,1920,1200,Piek 4,1019,389,1124,537


screenshot_card_4_1715788308_png_jpg.rf.41d93c83b369bf0ae6acb7a935362f43.jpg,165,220,Herz 5,0,3,146,210

image126_png.rf.4af749f9b8f4cbbfddbd1790cc5024f3.jpg,1920,1200,Piek 7,684,394,784,534
image126_png.rf.4af749f9b8f4cbbfddbd1790cc5024f3.jpg,1920,1200,Karo Konig,799,393,894,532
image126_png.rf.4af749f9b8f4cbbfddbd1790cc5024f3.jpg,1920,1200,Piek Ass,911,394,1006,532
image122_png.rf.4b65f2f19b679315faa949b9140546bb.jpg,1920,1200,Piek 9,910,393,1004,533
image122_png.rf.4b65f2f19b679315faa949b9140546bb.jpg,1920,1200,Piek Konig,798,393,892,532
image122_png.rf.4b65f2f19b679315faa949b9140546bb.jpg,1920,1200,Kreuz 7,686,396,781,533
screenshot_card_2_1715788206_png_jpg.rf.42f2c491a01b218a5b116a313eebb9c2.jpg,165,220,Piek 5,6,4,150,211

image18_new_png_jpg.rf.4296884bb9b4ec4e65bbff70d4a7948c.jpg,1920,1200,Piek 9,684,393,788,532
image18_new_png_jpg.rf.4296884bb9b4ec4e65bbff70d4a7948c.jpg,1920,1200,Kreuz 3,796,393,898,534
image18_new_png_jpg.rf.4296884bb9b4ec4e65bbff70d4a7948c.jpg,1920,1200,Piek 5,908,394,1007,535
image131_png.rf.40afb725b7a1de208c18d0159cfe8e28.jpg,1920,1200,Herz 5,796,391,897,533
image131_png.rf.40afb725b7a1de208c18d0159cfe8e28.jpg,1920,1200,Karo Konig,908,393,1006,533
image131_png.rf.40afb725b7a1de208c18d0159cfe8e28.jpg,1920,1200,Herz 4,683,392,785,538
image131_png.rf.40afb725b7a1de208c18d0159cfe8e28.jpg,1920,1200,Herz Bube,1020,391,1121,533

screenshot_card_2_1715787960_png_jpg.rf.4b2f3d02c1cb519ea5ed4a0d54a08263.jpg,165,220,Herz 9,5,3,150,210

image173_png.rf.4b8c7431f6c918aaff9daabde7827d89.jpg,1920,1200,Kreuz 5,683,391,785,535
image173_png.rf.4b8c7431f6c918aaff9daabde7827d89.jpg,1920,1200,Piek 7,796,394,897,532
image173_png.rf.4b8c7431f6c918aaff9daabde7827d89.jpg,1920,1200,Karo 8,1018,393,1117,535
image173_png.rf.4b8c7431f6c918aaff9daabde7827d89.jpg,1920,1200,Herz 8,906,393,1008,534
image173_png.rf.4b8c7431f6c918aaff9daabde7827d89.jpg,1920,1200,Karo 4,1132,393,1233,535
image117_png.rf.5013f14b7ddea16ae74dcdbb70eeb2ca.jpg,1920,1200,Karo 4,798,392,894,534
image117_png.rf.5013f14b7ddea16ae74dcdbb70eeb2ca.jpg,1920,1200,Kreuz Bube,908,393,1003,530
image117_png.rf.5013f14b7ddea16ae74dcdbb70eeb2ca.jpg,1920,1200,Herz 3,683,393,783,534
image152_png.rf.4e1a3e53e3911dd82993d9f46479e149.jpg,1920,1200,Karo 4,796,393,894,533
image152_png.rf.4e1a3e53e3911dd82993d9f46479e149.jpg,1920,1200,Kreuz 9,681,392,783,535
screenshot_card_3_1715788150_png_jpg.rf.42f273e3f643a101887b0e3b09a39efa.jpg,165,220,Piek 2,4,4,151,207



Bildschirmfoto-2024-05-15-um-18-37-37_png_jpg.rf.54b43efb8dc5ea8a4de98dea4accd95e.jpg,2364,1490,Karo Ass,808,468,961,670
Bildschirmfoto-2024-05-15-um-18-37-37_png_jpg.rf.54b43efb8dc5ea8a4de98dea4accd95e.jpg,2364,1490,Kreuz 5,972,465,1125,667
Bildschirmfoto-2024-05-15-um-18-37-37_png_jpg.rf.54b43efb8dc5ea8a4de98dea4accd95e.jpg,2364,1490,Herz Dame,1139,468,1288,669
image55_png.rf.530433dedfbced2157a36a1940c50c0e.jpg,1920,1200,Karo 4,798,392,893,532
image55_png.rf.530433dedfbced2157a36a1940c50c0e.jpg,1920,1200,Karo Konig,685,395,781,532
image55_png.rf.530433dedfbced2157a36a1940c50c0e.jpg,1920,1200,Piek Dame,908,394,1004,532
image55_png.rf.530433dedfbced2157a36a1940c50c0e.jpg,1920,1200,Piek 7,1132,395,1231,533
image55_png.rf.530433dedfbced2157a36a1940c50c0e.jpg,1920,1200,Karo Bube,1022,394,1115,533

screenshot_card_2_1715787597_png_jpg.rf.4db686acc678be3f11db13d8af381129.jpg,160,220,Kreuz Bube,1,2,149,211
image182_png.rf.55ea06129a0a1d256721a19990eb5e9e.jpg,1920,1200,Kreuz Dame,1020,392,1114,532
image182_png.rf.55ea06129a0a1d256721a19990eb5e9e.jpg,1920,1200,Kreuz Bube,907,395,1005,532
image182_png.rf.55ea06129a0a1d256721a19990eb5e9e.jpg,1920,1200,Piek 2,796,393,896,532
image182_png.rf.55ea06129a0a1d256721a19990eb5e9e.jpg,1920,1200,Kreuz 6,691,396,781,533
image104_png_jpg.rf.562240ab34604c3891c077ba766639ed.jpg,1920,1200,Karo 5,800,394,892,533
image104_png_jpg.rf.562240ab34604c3891c077ba766639ed.jpg,1920,1200,Herz 7,909,395,1004,532
image104_png_jpg.rf.562240ab34604c3891c077ba766639ed.jpg,1920,1200,Herz 4,1022,394,1118,529
image104_png_jpg.rf.562240ab34604c3891c077ba766639ed.jpg,1920,1200,Kreuz 6,684,394,783,534
image134_png.rf.4370ea39e46388c3fb05bcc1d694d775.jpg,1920,1200,Herz 5,796,391,897,533
image134_png.rf.4370ea39e46388c3fb05bcc1d694d775.jpg,1920,1200,Karo Konig,907,394,1007,534
image134_png.rf.4370ea39e46388c3fb05bcc1d694d775.jpg,1920,1200,Herz 4,683,392,785,537
image134_png.rf.4370ea39e46388c3fb05bcc1d694d775.jpg,1920,1200,Herz Bube,1027,395,1124,534
image134_png.rf.4370ea39e46388c3fb05bcc1d694d775.jpg,1920,1200,Herz 8,1137,394,1238,536

screenshot_card_5_1715787872_png_jpg.rf.5b81622ae039e6274264cd45a0e5904b.jpg,165,220,Herz 4,0,4,134,207
screenshot_card_5_1715788033_png_jpg.rf.604d471bb9b3d55650a281bbffbcc8f9.jpg,165,220,Karo Bube,0,3,141,211

image71_png.rf.59ceb24456cab36058ef77beae6e175c.jpg,1920,1200,Herz 7,907,393,1010,533
image71_png.rf.59ceb24456cab36058ef77beae6e175c.jpg,1920,1200,Piek 7,683,395,785,534
image71_png.rf.59ceb24456cab36058ef77beae6e175c.jpg,1920,1200,Karo Dame,1018,392,1115,533
image71_png.rf.59ceb24456cab36058ef77beae6e175c.jpg,1920,1200,Herz 10,796,394,897,535
image131_png.rf.39d3adac7984b703c55e0a3f5bd2f33d.jpg,1920,1200,Piek Ass,796,393,898,534
image131_png.rf.39d3adac7984b703c55e0a3f5bd2f33d.jpg,1920,1200,Piek 9,908,393,1006,532
image131_png.rf.39d3adac7984b703c55e0a3f5bd2f33d.jpg,1920,1200,Kreuz Konig,684,392,781,532
image131_png.rf.39d3adac7984b703c55e0a3f5bd2f33d.jpg,1920,1200,Piek 6,1026,391,1123,534
image15_png_jpg.rf.591bdb31c902539dc150eb2a6e76900f.jpg,1920,1200,Herz 7,908,391,1012,532
image15_png_jpg.rf.591bdb31c902539dc150eb2a6e76900f.jpg,1920,1200,Kreuz 9,798,395,897,533
image15_png_jpg.rf.591bdb31c902539dc150eb2a6e76900f.jpg,1920,1200,Herz Dame,684,392,788,538
screenshot_card_3_1715788349_png_jpg.rf.5ff0d5f1abb6e649d6c1b8411c5b5223.jpg,165,220,Karo 8,3,4,149,210

screenshot_card_2_1715788104_png_jpg.rf.57fbad9beda44a2aca28347175095192.jpg,165,220,Herz Dame,4,4,152,210


image159_png.rf.606f9618505407ee7d075d18684a19bd.jpg,1920,1200,Karo 5,796,393,894,533
image159_png.rf.606f9618505407ee7d075d18684a19bd.jpg,1920,1200,Piek 5,908,395,1002,532
image159_png.rf.606f9618505407ee7d075d18684a19bd.jpg,1920,1200,Kreuz 10,682,392,783,535
screenshot_card_2_1715788493_png_jpg.rf.5ecd4721faadd4ff2da4745468289a7b.jpg,165,220,Karo 7,3,4,152,210
image71_png_jpg.rf.628cfe51ca7aae7dc1566a98f933fd99.jpg,1920,1200,Piek 9,799,393,898,529
image71_png_jpg.rf.628cfe51ca7aae7dc1566a98f933fd99.jpg,1920,1200,Piek 10,908,390,1016,537
image71_png_jpg.rf.628cfe51ca7aae7dc1566a98f933fd99.jpg,1920,1200,Herz 4,686,391,782,530

image66_png_jpg.rf.61afdd15fc522f1e3e2f8d9fb1f1feb7.jpg,1920,1200,Kreuz 4,798,394,896,530
image66_png_jpg.rf.61afdd15fc522f1e3e2f8d9fb1f1feb7.jpg,1920,1200,Kreuz Dame,686,393,782,534
image66_png_jpg.rf.61afdd15fc522f1e3e2f8d9fb1f1feb7.jpg,1920,1200,Karo 4,908,393,1006,531


image160_png.rf.611dabde04c38cfe21fab451e09ba605.jpg,1920,1200,Piek 3,908,394,1006,537
image160_png.rf.611dabde04c38cfe21fab451e09ba605.jpg,1920,1200,Karo 8,1018,392,1120,535
image160_png.rf.611dabde04c38cfe21fab451e09ba605.jpg,1920,1200,Karo 5,795,393,897,534
image160_png.rf.611dabde04c38cfe21fab451e09ba605.jpg,1920,1200,Kreuz 9,683,394,782,533


image184_png.rf.6878de40582459595b1f992522aebf3e.jpg,1920,1200,Kreuz Dame,1020,392,1114,532
image184_png.rf.6878de40582459595b1f992522aebf3e.jpg,1920,1200,Kreuz Bube,907,395,1005,532
image184_png.rf.6878de40582459595b1f992522aebf3e.jpg,1920,1200,Piek 2,798,393,898,532
image184_png.rf.6878de40582459595b1f992522aebf3e.jpg,1920,1200,Kreuz 6,687,390,784,531
image40_png_jpg.rf.66ae000e997340c9163c6c9f064462f3.jpg,1920,1200,Kreuz 5,689,392,789,533
image40_png_jpg.rf.66ae000e997340c9163c6c9f064462f3.jpg,1920,1200,Herz 2,802,396,893,536
image40_png_jpg.rf.66ae000e997340c9163c6c9f064462f3.jpg,1920,1200,Piek 8,916,395,1010,536
image40_png_jpg.rf.66ae000e997340c9163c6c9f064462f3.jpg,1920,1200,Kreuz 4,1021,397,1130,533
image40_png_jpg.rf.66ae000e997340c9163c6c9f064462f3.jpg,1920,1200,Kreuz 10,1132,393,1229,533
image40_png_jpg.rf.66ae000e997340c9163c6c9f064462f3.jpg,1920,1200,Kreuz 2,853,726,959,801
image40_png_jpg.rf.66ae000e997340c9163c6c9f064462f3.jpg,1920,1200,Herz Ass,959,729,1070,801
image40_png_jpg.rf.66ae000e997340c9163c6c9f064462f3.jpg,1920,1200,Herz Dame,854,51,957,129
image40_png_jpg.rf.66ae000e997340c9163c6c9f064462f3.jpg,1920,1200,Herz 8,959,54,1065,130
image170_png.rf.63a19d0bb7725ebd3d644cfbecde7eab.jpg,1920,1200,Kreuz 5,683,391,784,535
image170_png.rf.63a19d0bb7725ebd3d644cfbecde7eab.jpg,1920,1200,Herz 8,913,393,1015,536
image170_png.rf.63a19d0bb7725ebd3d644cfbecde7eab.jpg,1920,1200,Karo 8,1028,393,1126,533
image170_png.rf.63a19d0bb7725ebd3d644cfbecde7eab.jpg,1920,1200,Piek 7,795,391,897,536
image73_png_jpg.rf.639c99716bcd231afa2339496e523538.jpg,1920,1200,Herz 4,693,394,787,537
image73_png_jpg.rf.639c99716bcd231afa2339496e523538.jpg,1920,1200,Piek 9,802,392,898,535
image73_png_jpg.rf.639c99716bcd231afa2339496e523538.jpg,1920,1200,Piek 10,913,394,1012,536
image73_png_jpg.rf.639c99716bcd231afa2339496e523538.jpg,1920,1200,Karo 8,1027,397,1120,533
image73_png_jpg.rf.639c99716bcd231afa2339496e523538.jpg,1920,1200,Kreuz 3,1134,394,1238,533

image162_png_jpg.rf.68d407c530e6fcbacf9f66c411c5cb15.jpg,1920,1200,Kreuz 2,686,395,785,533
image162_png_jpg.rf.68d407c530e6fcbacf9f66c411c5cb15.jpg,1920,1200,Piek 10,800,397,894,527
image162_png_jpg.rf.68d407c530e6fcbacf9f66c411c5cb15.jpg,1920,1200,Piek 2,915,397,1006,535
screenshot_card_4_1715787960_png_jpg.rf.6da432f59ea192e125261899e164c03e.jpg,165,220,Karo 5,0,3,144,206


image116_png_jpg.rf.62e332e5a3d6d4e3fb92d9f2c4ec9c8f.jpg,1920,1200,Piek Konig,801,393,892,536
image116_png_jpg.rf.62e332e5a3d6d4e3fb92d9f2c4ec9c8f.jpg,1920,1200,Herz 6,686,393,783,533
image116_png_jpg.rf.62e332e5a3d6d4e3fb92d9f2c4ec9c8f.jpg,1920,1200,Kreuz Ass,911,391,1009,535
image191_png.rf.693ff5293aeed574e9e8eab427814e45.jpg,1920,1200,Karo 7,684,394,784,532
image191_png.rf.693ff5293aeed574e9e8eab427814e45.jpg,1920,1200,Kreuz 4,907,393,1004,529
image191_png.rf.693ff5293aeed574e9e8eab427814e45.jpg,1920,1200,Karo 10,799,394,896,530
image93_png_jpg.rf.69f36e2bc08e687ce4144fe52e226936.jpg,1920,1200,Kreuz 3,907,394,1007,533
image93_png_jpg.rf.69f36e2bc08e687ce4144fe52e226936.jpg,1920,1200,Herz 8,687,394,787,537
image93_png_jpg.rf.69f36e2bc08e687ce4144fe52e226936.jpg,1920,1200,Kreuz 4,798,395,896,530
image28_png_jpg.rf.6e92bcfb6fa96ca3a234c003d348d8d0.jpg,1920,1200,Herz 7,957,314,1007,382
image28_png_jpg.rf.6e92bcfb6fa96ca3a234c003d348d8d0.jpg,1920,1200,Karo 3,1013,313,1061,380
image28_png_jpg.rf.6e92bcfb6fa96ca3a234c003d348d8d0.jpg,1920,1200,Kreuz 4,1067,313,1115,381
image28_png_jpg.rf.6e92bcfb6fa96ca3a234c003d348d8d0.jpg,1920,1200,Herz 10,1120,312,1167,382
image186_png.rf.70717bc2438777ed461d033fe56e262a.jpg,1920,1200,Karo 10,1026,393,1124,533
image186_png.rf.70717bc2438777ed461d033fe56e262a.jpg,1920,1200,Piek Ass,681,393,788,533
image186_png.rf.70717bc2438777ed461d033fe56e262a.jpg,1920,1200,Kreuz 6,906,389,1015,538
image186_png.rf.70717bc2438777ed461d033fe56e262a.jpg,1920,1200,Kreuz 8,794,392,900,539


image592_png.rf.6f5b41e421dbad048fc8cbd6b7c5a743.jpg,1920,1200,Karo 6,686,395,784,530
image592_png.rf.6f5b41e421dbad048fc8cbd6b7c5a743.jpg,1920,1200,Piek 7,797,396,899,530
image592_png.rf.6f5b41e421dbad048fc8cbd6b7c5a743.jpg,1920,1200,Herz Konig,910,394,1006,532

image98_png.rf.6376b5f5b0c6a3c8c174f21544fe20e5.jpg,1920,1200,Herz 8,797,394,897,537
image98_png.rf.6376b5f5b0c6a3c8c174f21544fe20e5.jpg,1920,1200,Kreuz 6,908,394,1004,531
image98_png.rf.6376b5f5b0c6a3c8c174f21544fe20e5.jpg,1920,1200,Kreuz 8,685,394,783,533
image132_png.rf.6f6dcc101e08b9213aee9c17cf85f212.jpg,1920,1200,Piek Ass,796,393,898,534
image132_png.rf.6f6dcc101e08b9213aee9c17cf85f212.jpg,1920,1200,Piek 9,908,393,1006,532
image132_png.rf.6f6dcc101e08b9213aee9c17cf85f212.jpg,1920,1200,Kreuz Konig,684,392,781,532
image132_png.rf.6f6dcc101e08b9213aee9c17cf85f212.jpg,1920,1200,Piek 6,1027,394,1123,534
image159_png.rf.72f83ab183e030edfc4ffa27b41edb79.jpg,1920,1200,Piek 6,1015,391,1115,529
image159_png.rf.72f83ab183e030edfc4ffa27b41edb79.jpg,1920,1200,Kreuz Ass,906,393,1009,532
image159_png.rf.72f83ab183e030edfc4ffa27b41edb79.jpg,1920,1200,Piek Bube,684,394,784,533
image159_png.rf.72f83ab183e030edfc4ffa27b41edb79.jpg,1920,1200,Kreuz 8,795,393,897,533

image149_png.rf.6a6eade883d28ab7944dbb9b1a95708e.jpg,1920,1200,Karo 10,683,393,779,532
image149_png.rf.6a6eade883d28ab7944dbb9b1a95708e.jpg,1920,1200,Kreuz Konig,796,393,896,533
image149_png.rf.6a6eade883d28ab7944dbb9b1a95708e.jpg,1920,1200,Karo 3,911,392,1004,532
image149_png.rf.6a6eade883d28ab7944dbb9b1a95708e.jpg,1920,1200,Kreuz 5,1019,392,1121,531
image157_png_jpg.rf.78690983751d9930735637c7596155e8.jpg,1920,1200,Herz Dame,692,396,786,533
image157_png_jpg.rf.78690983751d9930735637c7596155e8.jpg,1920,1200,Piek 8,800,397,900,533
image157_png_jpg.rf.78690983751d9930735637c7596155e8.jpg,1920,1200,Kreuz Konig,919,397,1005,523
image157_png_jpg.rf.78690983751d9930735637c7596155e8.jpg,1920,1200,Karo 10,1020,395,1123,534
image157_png_jpg.rf.78690983751d9930735637c7596155e8.jpg,1920,1200,Piek Bube,1139,396,1233,533

image76_png_jpg.rf.71c7344598f79854226c2b65cc0fc7f9.jpg,1920,1200,Karo Konig,686,396,785,532
image76_png_jpg.rf.71c7344598f79854226c2b65cc0fc7f9.jpg,1920,1200,Karo 9,803,393,897,533
image76_png_jpg.rf.71c7344598f79854226c2b65cc0fc7f9.jpg,1920,1200,Piek Bube,908,390,1009,529
image172_png.rf.71da1159aef9998d937b46aaedc3d30a.jpg,1920,1200,Kreuz 5,683,391,785,535
image172_png.rf.71da1159aef9998d937b46aaedc3d30a.jpg,1920,1200,Karo 4,1133,394,1232,533
image172_png.rf.71da1159aef9998d937b46aaedc3d30a.jpg,1920,1200,Herz 8,913,393,1014,536
image172_png.rf.71da1159aef9998d937b46aaedc3d30a.jpg,1920,1200,Karo 8,1020,393,1116,534
image172_png.rf.71da1159aef9998d937b46aaedc3d30a.jpg,1920,1200,Piek 7,795,394,896,533



image105_png.rf.7c12a9e589d8544404d005a5b0a55237.jpg,1920,1200,Piek 7,689,397,787,533
image105_png.rf.7c12a9e589d8544404d005a5b0a55237.jpg,1920,1200,Herz 2,799,396,901,536
image105_png.rf.7c12a9e589d8544404d005a5b0a55237.jpg,1920,1200,Herz Konig,911,396,1006,531
image105_png.rf.7c12a9e589d8544404d005a5b0a55237.jpg,1920,1200,Kreuz Bube,1024,397,1123,537
image181_png.rf.738b47ed68e0668426cccee44432af0c.jpg,1920,1200,Herz Ass,906,393,1008,533
image181_png.rf.738b47ed68e0668426cccee44432af0c.jpg,1920,1200,Karo 9,682,392,785,535
image181_png.rf.738b47ed68e0668426cccee44432af0c.jpg,1920,1200,Kreuz 5,796,391,897,533
image181_png.rf.738b47ed68e0668426cccee44432af0c.jpg,1920,1200,Piek 5,1024,392,1125,534
