filename,width,height,class,xmin,ymin,xmax,ymax
image181_png.rf.738b47ed68e0668426cccee44432af0c.jpg,1920,1200,Karo 6,1130,394,1230,533
image180_png.rf.7dd240cff958ae7b11b405ba94f490f0.jpg,1920,1200,Kreuz Bube,904,394,1007,533
image180_png.rf.7dd240cff958ae7b11b405ba94f490f0.jpg,1920,1200,Piek 2,796,392,898,533
image180_png.rf.7dd240cff958ae7b11b405ba94f490f0.jpg,1920,1200,Kreuz 6,683,393,785,534
screenshot_card_2_1715788556_png_jpg.rf.7c4e6aace7f834d69c102356acf73062.jpg,165,220,Piek 8,4,2,150,213


screenshot_card_3_1715788760_png_jpg.rf.7dfc134df982be1cea196e7e96f0804c.jpg,165,220,Herz 9,3,4,150,207



image28_png.rf.8c2d641c7990bcce46051830e7eb0a88.jpg,1920,1200,Herz Ass,907,393,1008,530
image28_png.rf.8c2d641c7990bcce46051830e7eb0a88.jpg,1920,1200,Karo 5,1136,394,1231,533
image28_png.rf.8c2d641c7990bcce46051830e7eb0a88.jpg,1920,1200,Herz 9,689,393,780,533
image28_png.rf.8c2d641c7990bcce46051830e7eb0a88.jpg,1920,1200,Kreuz 8,798,394,897,532
image28_png.rf.8c2d641c7990bcce46051830e7eb0a88.jpg,1920,1200,Piek 4,1024,391,1123,528
image59_png_jpg.rf.8861c3be86339b48c9ce7edd0ffda3b4.jpg,1920,1200,Herz 7,1135,395,1235,542
image59_png_jpg.rf.8861c3be86339b48c9ce7edd0ffda3b4.jpg,1920,1200,Piek 9,684,394,782,532
image59_png_jpg.rf.8861c3be86339b48c9ce7edd0ffda3b4.jpg,1920,1200,Karo 4,797,394,899,536
image59_png_jpg.rf.8861c3be86339b48c9ce7edd0ffda3b4.jpg,1920,1200,Herz 9,910,393,1010,538
image59_png_jpg.rf.8861c3be86339b48c9ce7edd0ffda3b4.jpg,1920,1200,Herz 4,1023,394,1123,535

image105_png_jpg.rf.80ee97d80a797754a98eb12f42a07d5d.jpg,1920,1200,Karo 5,800,394,892,533
image105_png_jpg.rf.80ee97d80a797754a98eb12f42a07d5d.jpg,1920,1200,Herz 7,909,395,1004,532
image105_png_jpg.rf.80ee97d80a797754a98eb12f42a07d5d.jpg,1920,1200,Herz 4,1022,394,1118,529
image105_png_jpg.rf.80ee97d80a797754a98eb12f42a07d5d.jpg,1920,1200,Kreuz 6,684,394,783,534
screenshot_card_1_1715788060_png_jpg.rf.8b254ea34968340edafc58cb84946854.jpg,165,220,Herz Ass,11,4,156,210
image124_png.rf.8c0a4d3c507741e54bed111c6c21c738.jpg,1920,1200,Piek 9,909,392,1007,533
image124_png.rf.8c0a4d3c507741e54bed111c6c21c738.jpg,1920,1200,Piek Konig,799,393,894,532
image124_png.rf.8c0a4d3c507741e54bed111c6c21c738.jpg,1920,1200,Kreuz 7,685,394,787,533
image124_png.rf.8c0a4d3c507741e54bed111c6c21c738.jpg,1920,1200,Piek Dame,1019,394,1115,532
image124_png.rf.8c0a4d3c507741e54bed111c6c21c738.jpg,1920,1200,Karo Ass,1132,394,1232,532

image111_png.rf.8c8f648243329cf0a6bbc585889c4cd1.jpg,1920,1200,Karo 10,910,394,1006,534
image111_png.rf.8c8f648243329cf0a6bbc585889c4cd1.jpg,1920,1200,Kreuz 10,796,394,896,532
image111_png.rf.8c8f648243329cf0a6bbc585889c4cd1.jpg,1920,1200,Herz Bube,1128,394,1228,533
image111_png.rf.8c8f648243329cf0a6bbc585889c4cd1.jpg,1920,1200,Kreuz 5,1026,392,1132,534
image111_png.rf.8c8f648243329cf0a6bbc585889c4cd1.jpg,1920,1200,Piek Ass,683,394,789,534
image153_png.rf.8435c40bd50f83e2b0635e6ec002d33e.jpg,1920,1200,Karo 4,798,393,893,533
image153_png.rf.8435c40bd50f83e2b0635e6ec002d33e.jpg,1920,1200,Karo Ass,907,393,1006,533
image153_png.rf.8435c40bd50f83e2b0635e6ec002d33e.jpg,1920,1200,Kreuz 9,682,392,783,534
image36_png_jpg.rf.8729befab5ae140e7d68ba0fe7c99f86.jpg,1920,1200,Karo 9,687,395,788,535
image36_png_jpg.rf.8729befab5ae140e7d68ba0fe7c99f86.jpg,1920,1200,Kreuz 7,800,397,899,540
image36_png_jpg.rf.8729befab5ae140e7d68ba0fe7c99f86.jpg,1920,1200,Piek 7,913,396,1012,530
image36_png_jpg.rf.8729befab5ae140e7d68ba0fe7c99f86.jpg,1920,1200,Kreuz Bube,1023,397,1121,532
screenshot_card_2_1715787847_png_jpg.rf.8cfa26e810ce1a1751df95eece769f37.jpg,165,220,Kreuz 10,3,3,150,210

screenshot_card_2_1715788791_png_jpg.rf.8ffab7c38e74f1a7664bfdadaccef882.jpg,165,220,Piek 7,5,5,151,211



screenshot_card_2_1715788542_png_jpg.rf.8f003fc0fdde727aa87dd5f127f36078.jpg,165,220,Piek 8,3,3,153,213


image77_png.rf.90f343512c1094d8e2535af67c228db0.jpg,1920,1200,Karo 7,799,392,893,533
image77_png.rf.90f343512c1094d8e2535af67c228db0.jpg,1920,1200,Herz Ass,683,394,782,534
image77_png.rf.90f343512c1094d8e2535af67c228db0.jpg,1920,1200,Piek 2,1019,392,1120,535
image77_png.rf.90f343512c1094d8e2535af67c228db0.jpg,1920,1200,Piek Ass,908,391,1005,531
image77_png.rf.90f343512c1094d8e2535af67c228db0.jpg,1920,1200,Herz Dame,1129,393,1231,536
screenshot_card_4_1715787707_png_jpg.rf.92e35a39ff0dcd1c7327a49a943d94aa.jpg,160,220,Kreuz 4,52,5,160,211
screenshot_card_1_1715788348_png_jpg.rf.81d7fed39a54d677af8995139df7501d.jpg,165,220,Karo 9,9,4,156,211
screenshot_card_2_1715787644_png_jpg.rf.917f708dbb606187acbbe4d8a982e83d.jpg,160,220,Kreuz Bube,2,3,150,211
image16_png_jpg.rf.9268aec3e95b9480045a46d189713a34.jpg,1920,1200,Herz 7,694,395,780,532
image16_png_jpg.rf.9268aec3e95b9480045a46d189713a34.jpg,1920,1200,Piek 5,799,395,898,532
image16_png_jpg.rf.9268aec3e95b9480045a46d189713a34.jpg,1920,1200,Kreuz 8,913,397,1012,534
image16_png_jpg.rf.9268aec3e95b9480045a46d189713a34.jpg,1920,1200,Herz Ass,1019,392,1125,532
image43_png.rf.90b7a98d01da8c6f0e2b319256a734e0.jpg,1920,1200,Piek 8,683,394,786,533
image43_png.rf.90b7a98d01da8c6f0e2b319256a734e0.jpg,1920,1200,Herz 3,796,394,897,535
image43_png.rf.90b7a98d01da8c6f0e2b319256a734e0.jpg,1920,1200,Kreuz 3,1024,393,1126,532
image43_png.rf.90b7a98d01da8c6f0e2b319256a734e0.jpg,1920,1200,Herz 4,906,393,1008,535
image43_png.rf.90b7a98d01da8c6f0e2b319256a734e0.jpg,1920,1200,Herz 10,1137,392,1237,536
screenshot_card_3_1715788657_png_jpg.rf.98d08c8f5d9c636bea8b7df2806ed8fb.jpg,165,220,Herz 7,0,3,151,211
screenshot_card_5_1715788633_png_jpg.rf.965f8f95ac9de1727b77d744f2251316.jpg,165,220,Kreuz 9,1,5,141,209
image106_png_jpg.rf.9454cce42a7896a0970751cfc110c2a8.jpg,1920,1200,Piek Konig,1134,394,1230,535
image106_png_jpg.rf.9454cce42a7896a0970751cfc110c2a8.jpg,1920,1200,Karo 5,800,394,892,533
image106_png_jpg.rf.9454cce42a7896a0970751cfc110c2a8.jpg,1920,1200,Herz 7,911,395,1011,539
image106_png_jpg.rf.9454cce42a7896a0970751cfc110c2a8.jpg,1920,1200,Herz 4,1023,394,1125,539
image106_png_jpg.rf.9454cce42a7896a0970751cfc110c2a8.jpg,1920,1200,Kreuz 6,684,394,783,534



image65_png.rf.a7fadc0e1f42d4b7b28cdbf4c1cdf4b0.jpg,1920,1200,Karo 10,915,391,1013,531
image65_png.rf.a7fadc0e1f42d4b7b28cdbf4c1cdf4b0.jpg,1920,1200,Karo 2,684,392,786,533
image65_png.rf.a7fadc0e1f42d4b7b28cdbf4c1cdf4b0.jpg,1920,1200,Karo Konig,796,392,897,533

screenshot_card_3_1715788407_png_jpg.rf.a54922c2fab7e1a995ac4d03bacc2660.jpg,165,220,Kreuz 4,2,5,149,208
image148_png.rf.9b54fa0204a679989b51145c682160c3.jpg,1920,1200,Karo 9,685,394,784,534
image148_png.rf.9b54fa0204a679989b51145c682160c3.jpg,1920,1200,Herz 5,799,393,894,536
image148_png.rf.9b54fa0204a679989b51145c682160c3.jpg,1920,1200,Piek 4,912,393,1017,532
image148_png.rf.9b54fa0204a679989b51145c682160c3.jpg,1920,1200,Karo Bube,1025,393,1123,531
image179_png.rf.a3818cb3651f19c52160a4bfd5034740.jpg,1920,1200,Herz Ass,907,392,1006,532
image179_png.rf.a3818cb3651f19c52160a4bfd5034740.jpg,1920,1200,Karo 9,683,392,782,533
image179_png.rf.a3818cb3651f19c52160a4bfd5034740.jpg,1920,1200,Kreuz 5,799,396,896,536

Bildschirmfoto-2024-05-15-um-18-39-20_png_jpg.rf.a56a4a2b30a50abe79fa87c56c4c67d5.jpg,2306,1518,Piek Ass,1227,438,1372,645
Bildschirmfoto-2024-05-15-um-18-39-20_png_jpg.rf.a56a4a2b30a50abe79fa87c56c4c67d5.jpg,2306,1518,Herz Ass,1059,438,1205,644
Bildschirmfoto-2024-05-15-um-18-39-20_png_jpg.rf.a56a4a2b30a50abe79fa87c56c4c67d5.jpg,2306,1518,Piek 2,892,436,1045,637
Bildschirmfoto-2024-05-15-um-18-39-20_png_jpg.rf.a56a4a2b30a50abe79fa87c56c4c67d5.jpg,2306,1518,Piek 3,735,436,878,638
Bildschirmfoto-2024-05-15-um-18-39-20_png_jpg.rf.a56a4a2b30a50abe79fa87c56c4c67d5.jpg,2306,1518,Herz 5,1389,437,1535,643





screenshot_card_3_1715788619_png_jpg.rf.ab5be4d9a4f0ae20757efc11dd57ea31.jpg,165,220,Piek 4,3,4,149,208



image53_png_jpg.rf.a2dac710361e178be000230df1be950c.jpg,1920,1200,Herz 2,687,394,786,534
image53_png_jpg.rf.a2dac710361e178be000230df1be950c.jpg,1920,1200,Kreuz 3,799,395,898,534
image53_png_jpg.rf.a2dac710361e178be000230df1be950c.jpg,1920,1200,Herz 8,912,396,1015,534

image78_png_jpg.rf.abfef15eedb2603303ccfd496e2f33a1.jpg,1920,1200,Karo Konig,685,395,796,535
image78_png_jpg.rf.abfef15eedb2603303ccfd496e2f33a1.jpg,1920,1200,Karo 9,797,394,903,537
image78_png_jpg.rf.abfef15eedb2603303ccfd496e2f33a1.jpg,1920,1200,Piek Bube,905,391,1016,540
image78_png_jpg.rf.abfef15eedb2603303ccfd496e2f33a1.jpg,1920,1200,Piek 2,1016,391,1130,538
image29_png_jpg.rf.a0de9331e4876034e26498476ccd7a59.jpg,1920,1200,Kreuz Dame,800,393,903,547
image29_png_jpg.rf.a0de9331e4876034e26498476ccd7a59.jpg,1920,1200,Karo 3,687,393,783,534
image29_png_jpg.rf.a0de9331e4876034e26498476ccd7a59.jpg,1920,1200,Karo 9,1023,394,1118,532
image29_png_jpg.rf.a0de9331e4876034e26498476ccd7a59.jpg,1920,1200,Piek Ass,909,393,1005,526
image50_png.rf.b3fa2c3b84f51fa10e461a1fb062bdfa.jpg,1920,1200,Karo 5,907,392,1006,533
image50_png.rf.b3fa2c3b84f51fa10e461a1fb062bdfa.jpg,1920,1200,Kreuz 8,683,393,783,532
image50_png.rf.b3fa2c3b84f51fa10e461a1fb062bdfa.jpg,1920,1200,Piek Bube,797,394,895,533


screenshot_card_4_1715788377_png_jpg.rf.b58829b305efbc8cfd688e87ac33945f.jpg,165,220,Karo Dame,1,5,144,208
screenshot_card_3_1715788308_png_jpg.rf.9ec6e31695dcbba4d5df38521eabaf15.jpg,165,220,Karo 9,3,5,152,209

image177_png.rf.af9f3907a8aaf6529f806bee42a43115.jpg,1920,1200,Karo 9,682,393,786,534
image177_png.rf.af9f3907a8aaf6529f806bee42a43115.jpg,1920,1200,Herz Ass,907,393,1007,532
image177_png.rf.af9f3907a8aaf6529f806bee42a43115.jpg,1920,1200,Kreuz 5,797,391,898,534
image152_png.rf.bbea5303209c71bff0154c58b7a968de.jpg,1920,1200,Kreuz 9,1132,393,1229,532
image152_png.rf.bbea5303209c71bff0154c58b7a968de.jpg,1920,1200,Karo 10,683,393,780,532
image152_png.rf.bbea5303209c71bff0154c58b7a968de.jpg,1920,1200,Kreuz Konig,796,393,896,533
image152_png.rf.bbea5303209c71bff0154c58b7a968de.jpg,1920,1200,Kreuz 5,1019,393,1120,530
image152_png.rf.bbea5303209c71bff0154c58b7a968de.jpg,1920,1200,Karo 3,911,392,1005,531



screenshot_card_3_1715787764_png_jpg.rf.ad57895e33e492e40891e9b73b5eddce.jpg,160,220,Kreuz 4,0,3,137,210
screenshot_card_1_1715788406_png_jpg.rf.af8815f2e795b3b839478990807d18d2.jpg,165,220,Kreuz Bube,8,3,155,209
image193_png.rf.bcb7063e7fb4daa324680b2632294bb4.jpg,1920,1200,Karo 9,684,393,785,534
image193_png.rf.bcb7063e7fb4daa324680b2632294bb4.jpg,1920,1200,Kreuz 4,906,389,1006,527
image193_png.rf.bcb7063e7fb4daa324680b2632294bb4.jpg,1920,1200,Karo 10,799,393,896,531
image193_png.rf.bcb7063e7fb4daa324680b2632294bb4.jpg,1920,1200,Kreuz 5,1024,390,1119,533
image193_png.rf.bcb7063e7fb4daa324680b2632294bb4.jpg,1920,1200,Kreuz 4,850,153,852,185
image14_new_png_jpg.rf.b3026a263218df7915ec0a9e38da21b2.jpg,1920,1200,Kreuz 7,1027,394,1126,530
image14_new_png_jpg.rf.b3026a263218df7915ec0a9e38da21b2.jpg,1920,1200,Karo Bube,908,396,1003,533
image14_new_png_jpg.rf.b3026a263218df7915ec0a9e38da21b2.jpg,1920,1200,Herz 5,799,392,902,534
image14_new_png_jpg.rf.b3026a263218df7915ec0a9e38da21b2.jpg,1920,1200,Piek 4,686,394,788,535

Bildschirmfoto-2024-05-15-um-18-36-59_png_jpg.rf.bb38bcdbad005acc62014cb224b89389.jpg,2308,1570,Kreuz Dame,814,532,956,748
Bildschirmfoto-2024-05-15-um-18-36-59_png_jpg.rf.bb38bcdbad005acc62014cb224b89389.jpg,2308,1570,Herz 7,978,528,1126,732
Bildschirmfoto-2024-05-15-um-18-36-59_png_jpg.rf.bb38bcdbad005acc62014cb224b89389.jpg,2308,1570,Herz Bube,1141,532,1281,742
Bildschirmfoto-2024-05-15-um-18-36-59_png_jpg.rf.bb38bcdbad005acc62014cb224b89389.jpg,2308,1570,Piek Konig,1306,530,1451,739
Bildschirmfoto-2024-05-15-um-18-36-59_png_jpg.rf.bb38bcdbad005acc62014cb224b89389.jpg,2308,1570,Karo Bube,1064,1028,1212,1134
Bildschirmfoto-2024-05-15-um-18-36-59_png_jpg.rf.bb38bcdbad005acc62014cb224b89389.jpg,2308,1570,Kreuz Bube,1217,1025,1365,1134


screenshot_card_4_1715788557_png_jpg.rf.be1f94945e8a45b6552aff029c40bb5a.jpg,165,220,Herz 9,0,4,146,210
screenshot_card_2_1715787764_png_jpg.rf.bc947b8a51a9868d198a94e59438a62f.jpg,160,220,Karo 3,0,4,146,208

image74_png_jpg.rf.b7ebb4a48ce76f6bf74351c7b0c84740.jpg,1920,1200,Herz 4,692,395,782,536
image74_png_jpg.rf.b7ebb4a48ce76f6bf74351c7b0c84740.jpg,1920,1200,Piek 9,798,395,901,538
image74_png_jpg.rf.b7ebb4a48ce76f6bf74351c7b0c84740.jpg,1920,1200,Piek 10,913,393,1016,532
image74_png_jpg.rf.b7ebb4a48ce76f6bf74351c7b0c84740.jpg,1920,1200,Karo 8,1021,391,1120,530
image74_png_jpg.rf.b7ebb4a48ce76f6bf74351c7b0c84740.jpg,1920,1200,Kreuz 3,1137,396,1234,535
image153_png.rf.bed115d81fc04b5e36e50ac2ec0a26a7.jpg,1920,1200,Kreuz 9,1131,393,1227,532
image153_png.rf.bed115d81fc04b5e36e50ac2ec0a26a7.jpg,1920,1200,Kreuz Konig,797,393,895,533
image153_png.rf.bed115d81fc04b5e36e50ac2ec0a26a7.jpg,1920,1200,Karo 10,683,393,780,531
image153_png.rf.bed115d81fc04b5e36e50ac2ec0a26a7.jpg,1920,1200,Kreuz 5,1019,393,1120,530
image153_png.rf.bed115d81fc04b5e36e50ac2ec0a26a7.jpg,1920,1200,Herz 4,282,165,387,238
image153_png.rf.bed115d81fc04b5e36e50ac2ec0a26a7.jpg,1920,1200,Karo 3,911,392,1005,531
image153_png.rf.bed115d81fc04b5e36e50ac2ec0a26a7.jpg,1920,1200,Herz 10,388,163,493,245
screenshot_card_3_1715787644_png_jpg.rf.be1a32c357242702ba2bf09cfdb3243b.jpg,160,220,Herz Konig,0,4,144,207
image32_png_jpg.rf.c2c794038ded10552b2d7d54989d3cc4.jpg,1920,1200,Piek Konig,799,393,896,535
image32_png_jpg.rf.c2c794038ded10552b2d7d54989d3cc4.jpg,1920,1200,Kreuz Konig,682,393,784,534
image32_png_jpg.rf.c2c794038ded10552b2d7d54989d3cc4.jpg,1920,1200,Piek 9,911,392,1007,536
image72_png.rf.c26c347c67eb2910fd2a77c1a933fd02.jpg,1920,1200,Herz 7,907,393,1010,536
image72_png.rf.c26c347c67eb2910fd2a77c1a933fd02.jpg,1920,1200,Kreuz 9,1132,393,1229,532
image72_png.rf.c26c347c67eb2910fd2a77c1a933fd02.jpg,1920,1200,Piek 7,684,394,785,533
image72_png.rf.c26c347c67eb2910fd2a77c1a933fd02.jpg,1920,1200,Kreuz 7,1433,166,1532,238
image72_png.rf.c26c347c67eb2910fd2a77c1a933fd02.jpg,1920,1200,Herz 10,797,393,898,535
image72_png.rf.c26c347c67eb2910fd2a77c1a933fd02.jpg,1920,1200,Karo Dame,1018,393,1116,535
image72_png.rf.c26c347c67eb2910fd2a77c1a933fd02.jpg,1920,1200,Piek 10,1540,160,1635,237
image27_png_jpg.rf.c05c69856e27ce3a761a7fa38d60fd3e.jpg,1920,1200,Karo 3,692,398,778,532
image27_png_jpg.rf.c05c69856e27ce3a761a7fa38d60fd3e.jpg,1920,1200,Kreuz Dame,797,394,895,536
image27_png_jpg.rf.c05c69856e27ce3a761a7fa38d60fd3e.jpg,1920,1200,Kreuz Dame,800,400,801,401
image27_png_jpg.rf.c05c69856e27ce3a761a7fa38d60fd3e.jpg,1920,1200,Kreuz Dame,803,400,807,401
image27_png_jpg.rf.c05c69856e27ce3a761a7fa38d60fd3e.jpg,1920,1200,Piek Ass,914,400,1013,531
image150_png.rf.c4a550fd64be28f2086bd001d77a4c94.jpg,1920,1200,Kreuz Konig,796,393,896,533
image150_png.rf.c4a550fd64be28f2086bd001d77a4c94.jpg,1920,1200,Karo 10,684,393,779,532
image150_png.rf.c4a550fd64be28f2086bd001d77a4c94.jpg,1920,1200,Karo 3,911,392,1008,536
image150_png.rf.c4a550fd64be28f2086bd001d77a4c94.jpg,1920,1200,Kreuz 5,1019,392,1121,531
screenshot_card_5_1715788557_png_jpg.rf.c465fb16c1efabf31ca27802e265611e.jpg,165,220,Herz 3,0,3,140,210
screenshot_card_2_1715788032_png_jpg.rf.c43daa5bc15321b2fa02591354b1fefa.jpg,165,220,Karo 8,5,4,152,208
image169_png.rf.c8f28c384b159b17cbdcb992e1ada8be.jpg,1920,1200,Kreuz 5,683,391,784,535
image169_png.rf.c8f28c384b159b17cbdcb992e1ada8be.jpg,1920,1200,Herz 8,913,393,1015,536
image169_png.rf.c8f28c384b159b17cbdcb992e1ada8be.jpg,1920,1200,Karo 8,1022,395,1121,535
image169_png.rf.c8f28c384b159b17cbdcb992e1ada8be.jpg,1920,1200,Piek 7,797,394,899,537

image149_png.rf.c48ce8fb25edd9adc842104d0421545b.jpg,1920,1200,Karo 9,685,394,784,533
image149_png.rf.c48ce8fb25edd9adc842104d0421545b.jpg,1920,1200,Piek Ass,1491,388,1594,464
image149_png.rf.c48ce8fb25edd9adc842104d0421545b.jpg,1920,1200,Piek 10,484,622,582,695
image149_png.rf.c48ce8fb25edd9adc842104d0421545b.jpg,1920,1200,Herz 5,800,393,895,536
image149_png.rf.c48ce8fb25edd9adc842104d0421545b.jpg,1920,1200,Karo Dame,1598,389,1697,464
image149_png.rf.c48ce8fb25edd9adc842104d0421545b.jpg,1920,1200,Piek 4,913,394,1016,529
image149_png.rf.c48ce8fb25edd9adc842104d0421545b.jpg,1920,1200,Karo Bube,1025,393,1126,532
image149_png.rf.c48ce8fb25edd9adc842104d0421545b.jpg,1920,1200,Herz 10,1137,393,1231,534
image149_png.rf.c48ce8fb25edd9adc842104d0421545b.jpg,1920,1200,Kreuz 7,377,626,481,699

image146_png_jpg.rf.d28db4a2e4d250879638136ffa03092f.jpg,1920,1200,Piek 3,689,392,782,535
image146_png_jpg.rf.d28db4a2e4d250879638136ffa03092f.jpg,1920,1200,Piek Ass,802,396,902,539
image146_png_jpg.rf.d28db4a2e4d250879638136ffa03092f.jpg,1920,1200,Herz Bube,911,397,1010,527
image146_png_jpg.rf.d28db4a2e4d250879638136ffa03092f.jpg,1920,1200,Karo 10,1020,394,1125,539
screenshot_card_4_1715788792_png_jpg.rf.cd56b0ecb85485a77702ee2e48d60a2a.jpg,165,220,Herz 8,0,4,146,211
screenshot_card_5_1715787765_png_jpg.rf.c735ed6e4c8a292cc7fa4c058a0ab63b.jpg,160,220,Karo 6,0,4,113,210


image85_png_jpg.rf.d2e559a3e8d4a00adf2d5376bf113d18.jpg,1920,1200,Kreuz Bube,909,395,1009,539
image85_png_jpg.rf.d2e559a3e8d4a00adf2d5376bf113d18.jpg,1920,1200,Piek 3,1020,394,1115,534
image85_png_jpg.rf.d2e559a3e8d4a00adf2d5376bf113d18.jpg,1920,1200,Herz Konig,1134,393,1230,535
image85_png_jpg.rf.d2e559a3e8d4a00adf2d5376bf113d18.jpg,1920,1200,Kreuz 2,685,394,784,535
image85_png_jpg.rf.d2e559a3e8d4a00adf2d5376bf113d18.jpg,1920,1200,Kreuz Ass,799,394,896,535
image4_png.rf.ccba2d03904b874f103fc4db10ecef25.jpg,1920,1200,Kreuz 10,1126,371,1226,519
image4_png.rf.ccba2d03904b874f103fc4db10ecef25.jpg,1920,1200,Kreuz Bube,796,374,897,519
image4_png.rf.ccba2d03904b874f103fc4db10ecef25.jpg,1920,1200,Piek Bube,387,145,491,237
image4_png.rf.ccba2d03904b874f103fc4db10ecef25.jpg,1920,1200,Herz Bube,282,146,384,238
image4_png.rf.ccba2d03904b874f103fc4db10ecef25.jpg,1920,1200,Kreuz 2,904,391,1012,530
image4_png.rf.ccba2d03904b874f103fc4db10ecef25.jpg,1920,1200,Karo Dame,683,370,792,523
image4_png.rf.ccba2d03904b874f103fc4db10ecef25.jpg,1920,1200,Kreuz 7,1022,390,1125,535
screenshot_card_1_1715788556_png_jpg.rf.d4e6e9307855e8af4c76c890199f756b.jpg,165,220,Kreuz 6,10,4,155,211
screenshot_card_3_1715788543_png_jpg.rf.d0a2fe67682dd89c4f1cecbd3758fc09.jpg,165,220,Kreuz 2,2,4,150,207
image148_png.rf.d530f918b04ddddd539871cffa855df1.jpg,1920,1200,Kreuz Konig,796,392,897,533
image148_png.rf.d530f918b04ddddd539871cffa855df1.jpg,1920,1200,Karo 10,684,393,786,536
image148_png.rf.d530f918b04ddddd539871cffa855df1.jpg,1920,1200,Karo 3,912,393,1009,535
